1,3.5,5000
2,3.5,5000
3,3.5,5000
4,3.5,5000
5,3.5,5000
6,3.5,5000
7,3.5,5000
8,3.5,5000
9,3.5,5000
10,3.5,5000
11,3.5,5000
12,3.5,5000
13,10,10000
14,10,10000
15,10,10000
16,10,10000
17,10,10000
18,10,10000
19,10,10000
20,10,10000
21,10,10000
22,10,10000
23,10,10000
24,10,10000
25,10,10000
26,10,10000
27,10,10000
28,10,10000
29,10,10000
30,10,10000
31,10,10000
32,10,10000
33,10,10000
34,10,10000
35,10,10000
36,10,10000
37,10,10000
38,10,10000
39,10,10000
40,10,10000
41,10,10000
42,10,10000
43,10,10000
44,10,10000
45,10,10000
46,10,10000
47,10,10000
48,10,10000
49,10,10000
50,10,10000
51,10,10000
52,10,10000
53,10,10000
54,10,10000
55,10,10000
56,10,10000
57,10,10000
58,10,10000
59,10,10000
60,10,10000
61,15,20000
62,15,20000
63,15,20000
64,15,20000
65,15,20000
66,15,20000
67,15,20000
68,15,20000
69,15,20000
70,15,20000
71,15,20000
72,15,20000
73,15,20000
74,15,20000
75,15,20000
76,15,20000
77,15,20000
78,15,20000
79,15,20000
80,15,20000
81,15,20000
82,15,20000
83,15,20000
84,15,20000
85,15,20000
86,15,20000
87,15,20000
88,15,20000
89,15,20000
90,15,20000
91,15,20000
92,15,20000
93,15,20000
94,15,20000
95,15,20000
96,15,20000
97,15,20000
98,15,20000
99,15,20000
100,15,20000
101,15,20000
102,15,20000
103,15,20000
104,15,20000
105,15,20000
106,15,20000
107,15,20000
108,15,20000
109,15,20000
110,15,20000
111,15,20000
112,15,20000
113,15,20000
114,15,20000
115,15,20000
116,15,20000
117,15,20000
118,15,20000
119,15,20000
120,15,20000
121,15,20000
122,15,20000
123,15,20000
124,15,20000
125,15,20000
126,15,20000
127,15,20000
128,15,20000
129,15,20000
130,15,20000
131,15,20000
132,15,20000
133,15,20000
134,15,20000
135,15,20000
136,15,20000
137,15,20000
138,15,20000
139,15,20000
140,15,20000
141,15,20000
142,15,20000
143,15,20000
144,15,20000
145,15,20000
146,15,20000
147,15,20000
148,15,20000
149,15,20000
150,15,20000
151,15,20000
152,15,20000
153,15,20000
154,15,20000
155,15,20000
156,15,20000
157,15,20000
158,15,20000
159,15,20000
160,15,20000
161,15,20000
162,15,20000
163,15,20000
164,15,20000
165,15,20000
166,15,20000
167,15,20000
168,15,20000
169,15,20000
170,15,20000
171,15,20000
172,15,20000
173,15,20000
174,15,20000
175,15,20000
176,15,20000
177,15,20000
178,15,20000
179,15,20000
180,15,20000
181,15,20000
182,15,20000
183,15,20000
184,15,20000
185,15,20000
186,15,20000
187,15,20000
188,15,20000
189,15,20000
190,15,20000
191,15,20000
192,15,20000
193,15,20000
194,15,20000
195,15,20000
196,15,20000
197,15,20000
198,15,20000
199,15,20000
200,15,20000
201,15,20000
202,15,20000
203,15,20000
204,15,20000
205,15,20000
206,15,20000
207,15,20000
208,15,20000
209,15,20000
210,15,20000
211,15,20000
212,15,20000
213,15,20000
214,15,20000
215,15,20000
216,15,20000
217,15,20000
218,15,20000
219,15,20000
220,15,20000
221,15,20000
222,15,20000
223,15,20000
224,15,20000
225,15,20000
226,15,20000
227,15,20000
228,15,20000
229,15,20000
230,15,20000
231,15,20000
232,15,20000
233,15,20000
234,15,20000
235,15,20000
236,15,20000
237,15,20000
238,15,20000
239,15,20000
240,15,20000
241,15,20000
242,15,20000
243,15,20000
244,15,20000
245,15,20000
246,15,20000
247,15,20000
248,15,20000
249,15,20000
250,15,20000
251,15,20000
252,15,20000
